menuname,direction,provider,backendurl,frontendurl,httpMethod,jsfile,line,controllerClass,판정,note
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/analyzeNode.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/getChildNode.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/getMonitor.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/getNode.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/getPaginatedChildNode.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/moveNode.do,(호출 없음),POST,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/removeNode.do,(호출 없음),DELETE,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/searchNode.do,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/send-message,(호출 없음),GET,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueStatusLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueStatusLog/updateNode.do,(호출 없음),PUT,,,JiraIssueStatusLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/addNode.do,(호출 없음),POST,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/alterNode.do,(호출 없음),PUT,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/alterNodeType.do,(호출 없음),PUT,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/analyzeNode.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/getChildNode.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/getMonitor.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/getNode.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/getPaginatedChildNode.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/moveNode.do,(호출 없음),POST,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/removeNode.do,(호출 없음),DELETE,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/searchNode.do,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/send-message,(호출 없음),GET,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraIssueTypeLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraIssueTypeLog/updateNode.do,(호출 없음),PUT,,,JiraIssueTypeLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/addNode.do,(호출 없음),POST,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/alterNode.do,(호출 없음),PUT,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/alterNodeType.do,(호출 없음),PUT,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/analyzeNode.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/getChildNode.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/getMonitor.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/getNode.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/getPaginatedChildNode.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/moveNode.do,(호출 없음),POST,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/removeNode.do,(호출 없음),DELETE,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/searchNode.do,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/send-message,(호출 없음),GET,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectIssueTypePure,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectIssueTypePure/updateNode.do,(호출 없음),PUT,,,JiraProjectIssueTypePureController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/addNode.do,(호출 없음),POST,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/alterNode.do,(호출 없음),PUT,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/alterNodeType.do,(호출 없음),PUT,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/analyzeNode.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/getChildNode.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/getMonitor.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/getNode.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/getPaginatedChildNode.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/moveNode.do,(호출 없음),POST,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/removeNode.do,(호출 없음),DELETE,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/searchNode.do,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/send-message,(호출 없음),GET,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraProjectLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraProjectLog/updateNode.do,(호출 없음),PUT,,,JiraProjectLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/addNode.do,(호출 없음),POST,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/alterNode.do,(호출 없음),PUT,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/alterNodeType.do,(호출 없음),PUT,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/analyzeNode.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/getChildNode.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/getMonitor.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/getNode.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/getNodesWithoutRoot.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/getPaginatedChildNode.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/moveNode.do,(호출 없음),POST,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/removeNode.do,(호출 없음),DELETE,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/searchNode.do,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/send-message,(호출 없음),GET,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/jiraServerLog,BE→호출없음,상속(TreeAbstractController),/arms/jiraServerLog/updateNode.do,(호출 없음),PUT,,,JiraServerLogController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/mail/report,BE→호출없음,자체 선언,/arms/mail/report/top-menu/resource,(호출 없음),GET,,,MailReportController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음
(호출 메뉴 없음) /arms/mail/report,BE→호출없음,자체 선언,/arms/mail/report/top-menu/scope,(호출 없음),GET,,,MailReportController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음
(호출 메뉴 없음) /arms/mail/report,BE→호출없음,자체 선언,/arms/mail/report/top-menu/time,(호출 없음),GET,,,MailReportController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음
(호출 메뉴 없음) /arms/patchnote,BE→호출없음,상속(TreeAbstractController),/arms/patchnote/addNode.do,(호출 없음),POST,,,AdminPatchController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/patchnote,BE→호출없음,자체 선언,/arms/patchnote/addPatchnote.do,(호출 없음),POST,,,AdminPatchController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음
(호출 메뉴 없음) /arms/patchnote,BE→호출없음,상속(TreeAbstractController),/arms/patchnote/alterNode.do,(호출 없음),PUT,,,AdminPatchController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/patchnote,BE→호출없음,상속(TreeAbstractController),/arms/patchnote/alterNodeType.do,(호출 없음),PUT,,,AdminPatchController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/patchnote,BE→호출없음,상속(TreeAbstractController),/arms/patchnote/analyzeNode.do,(호출 없음),GET,,,AdminPatchController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
(호출 메뉴 없음) /arms/patchnote,BE→호출없음,상속(TreeAbstractController),/arms/patchnote/getChildNode.do,(호출 없음),GET,,,AdminPatchController,프론트 호출 없음,Frontend-Web 에서 호출하는 곳 없음 / 해당 basePath 를 부르는 프론트 호출이 한 건도 없음 / 상속 전개 엔드포인트(inherited(TreeAbstractController))
